Season,Date,Visitor/Neutral,V_PTS,Home/Neutral,H_PTS,OT?
17/18,Mon Oct 30 2017,DAL,89,UTA,104,N/A
17/18,Sat Dec 30 2017,POR,89,ATL,104,N/A
16/17,Sat Mar 11 2017,TOR,89,MIA,104,N/A
16/17,Sun Mar 5 2017,OKC,89,DAL,104,N/A
16/17,Thu Apr 6 2017,MIL,89,IND,104,N/A
16/17,Thu Jan 12 2017,CHI,89,NYK,104,N/A
15/16,Mon Dec 28 2015,NOP,89,ORL,104,N/A
14/15,Fri Mar 6 2015,DAL,89,GSW,104,N/A
14/15,Thu Feb 19 2015,DAL,89,OKC,104,N/A
14/15,Wed Jan 14 2015,MIA,89,GSW,104,N/A
13/14,Sun Mar 9 2014,SAC,89,BRK,104,N/A
17/18,Wed Jan 10 2018,OKC,88,MIN,104,N/A
16/17,Mon Nov 14 2016,OKC,88,DET,104,N/A
16/17,Wed Feb 1 2017,MIL,88,UTA,104,N/A
15/16,Fri Dec 18 2015,NOP,88,PHX,104,N/A
15/16,Thu Oct 29 2015,DAL,88,LAC,104,N/A
14/15,Wed Feb 25 2015,PHI,88,MIL,104,N/A
13/14,Tue Nov 19 2013,ATL,88,MIA,104,N/A
13/14,Tue Nov 5 2013,UTA,88,BRK,104,N/A
12/13,Mon Mar 4 2013,ATL,88,DEN,104,N/A
12/13,Tue Jan 15 2013,MIL,88,LAL,104,N/A
17/18,Mon Feb 26 2018,CHI,87,BRK,104,N/A
14/15,Wed Feb 25 2015,DAL,87,ATL,104,N/A
12/13,Fri Dec 28 2012,POR,87,LAL,104,N/A
12/13,Sat Mar 9 2013,CHA,87,WAS,104,N/A
16/17,Wed Apr 12 2017,ATL,86,IND,104,N/A
14/15,Sat Dec 20 2014,UTA,86,CHO,104,N/A
14/15,Tue Feb 10 2015,SAC,86,CHI,104,N/A
13/14,Sun Jan 12 2014,MIN,86,SAS,104,N/A
12/13,Sun Nov 11 2012,MIA,86,MEM,104,N/A
12/13,Sat Apr 6 2013,IND,85,WAS,104,N/A
12/13,Sat Dec 29 2012,MIA,85,MIL,104,N/A
16/17,Sat Dec 10 2016,SAC,84,UTA,104,N/A
15/16,Mon Dec 7 2015,DET,84,CHO,104,N/A
12/13,Fri Nov 2 2012,MIA,84,NYK,104,N/A
12/13,Fri Nov 9 2012,UTA,84,DEN,104,N/A
12/13,Wed Dec 19 2012,UTA,84,IND,104,N/A
14/15,Wed Jan 7 2015,OKC,83,SAC,104,N/A
13/14,Wed Feb 12 2014,ATL,83,TOR,104,N/A
12/13,Sat Jan 12 2013,MEM,83,DAL,104,N/A
12/13,Tue Apr 9 2013,PHI,83,BRK,104,N/A
16/17,Fri Nov 18 2016,DET,81,CLE,104,N/A
15/16,Wed Nov 25 2015,MIA,81,DET,104,N/A
14/15,Thu Jan 22 2015,SAS,81,CHI,104,N/A
14/15,Fri Apr 10 2015,CHO,80,ATL,104,N/A
15/16,Sat Jan 2 2016,ORL,79,CLE,104,N/A
13/14,Fri Nov 15 2013,MIL,77,IND,104,N/A
15/16,Sun Mar 13 2016,IND,75,ATL,104,N/A
16/17,Tue Dec 20 2016,UTA,74,GSW,104,N/A
12/13,Mon Dec 31 2012,BRK,73,SAS,104,N/A
17/18,Mon Oct 23 2017,GSW,133,DAL,103,N/A
13/14,Tue Feb 25 2014,HOU,129,SAC,103,N/A
13/14,Fri Feb 28 2014,GSW,126,NYK,103,N/A
17/18,Sun Feb 11 2018,TOR,123,CHO,103,N/A
17/18,Fri Apr 6 2018,NOP,122,PHX,103,N/A
16/17,Wed Mar 1 2017,HOU,122,LAC,103,N/A
13/14,Sat Mar 1 2014,WAS,122,PHI,103,N/A
17/18,Mon Mar 12 2018,MIL,121,MEM,103,N/A
15/16,Sun Nov 8 2015,DET,120,POR,103,N/A
15/16,Wed Nov 11 2015,TOR,119,PHI,103,N/A
14/15,Fri Jan 16 2015,CHI,119,BOS,103,N/A
17/18,Mon Feb 12 2018,NOP,118,DET,103,N/A
14/15,Sat Nov 29 2014,HOU,117,MIL,103,N/A
12/13,Sun Mar 24 2013,PHI,117,SAC,103,N/A
12/13,Thu Mar 28 2013,SAC,117,PHX,103,N/A
17/18,Mon Dec 11 2017,CHO,116,OKC,103,N/A
17/18,Wed Nov 22 2017,LAC,116,ATL,103,N/A
15/16,Wed Feb 24 2016,OKC,116,DAL,103,N/A
14/15,Wed Mar 25 2015,CHI,116,TOR,103,N/A
13/14,Tue Dec 10 2013,SAS,116,TOR,103,N/A
16/17,Mon Jan 2 2017,ORL,115,NYK,103,N/A
16/17,Sun Jan 22 2017,PHX,115,TOR,103,N/A
17/18,Thu Jan 11 2018,BOS,114,PHI,103,N/A
17/18,Tue Jan 30 2018,SAC,114,NOP,103,N/A
16/17,Tue Dec 6 2016,NYK,114,MIA,103,N/A
15/16,Mon Dec 7 2015,WAS,114,MIA,103,N/A
14/15,Mon Mar 2 2015,TOR,114,PHI,103,N/A
14/15,Mon Mar 9 2015,NOP,114,MIL,103,N/A
14/15,Wed Mar 18 2015,SAS,114,MIL,103,N/A
12/13,Mon Feb 25 2013,ATL,114,DET,103,N/A
16/17,Wed Jan 25 2017,GSW,113,CHO,103,N/A
16/17,Wed Nov 2 2016,TOR,113,WAS,103,N/A
15/16,Fri Oct 30 2015,TOR,113,BOS,103,N/A
14/15,Wed Apr 8 2015,BOS,113,DET,103,N/A
13/14,Sat Jan 4 2014,CHA,113,SAC,103,N/A
13/14,Tue Feb 18 2014,SAS,113,LAC,103,N/A
12/13,Sun Dec 2 2012,ORL,113,LAL,103,N/A
17/18,Sun Jan 28 2018,LAC,112,NOP,103,N/A
16/17,Mon Feb 13 2017,MEM,112,BRK,103,N/A
16/17,Mon Nov 28 2016,UTA,112,MIN,103,N/A
16/17,Mon Nov 28 2016,OKC,112,NYK,103,N/A
16/17,Thu Feb 23 2017,POR,112,ORL,103,N/A
15/16,Thu Oct 29 2015,MEM,112,IND,103,N/A
13/14,Mon Jan 20 2014,LAC,112,DET,103,N/A
17/18,Mon Dec 25 2017,WAS,111,BOS,103,N/A
16/17,Wed Feb 8 2017,SAS,111,PHI,103,N/A
14/15,Tue Dec 30 2014,LAL,111,DEN,103,N/A
13/14,Fri Mar 14 2014,POR,111,NOP,103,N/A
13/14,Wed Apr 16 2014,ATL,111,MIL,103,N/A
12/13,Sat Feb 9 2013,DEN,111,CLE,103,N/A
17/18,Sat Jan 6 2018,MIL,110,WAS,103,N/A
17/18,Thu Feb 22 2018,WAS,110,CLE,103,N/A
15/16,Sat Jan 16 2016,SAC,110,LAC,103,N/A
15/16,Thu Feb 4 2016,TOR,110,POR,103,N/A
14/15,Mon Mar 16 2015,ATL,110,SAC,103,N/A
14/15,Sat Feb 21 2015,OKC,110,CHO,103,N/A
14/15,Sat Nov 29 2014,DAL,110,PHI,103,N/A
16/17,Fri Mar 17 2017,ORL,109,PHX,103,N/A
16/17,Fri Nov 25 2016,SAS,109,BOS,103,N/A
16/17,Mon Jan 23 2017,NYK,109,IND,103,N/A
16/17,Thu Jan 26 2017,IND,109,MIN,103,N/A
15/16,Fri Mar 18 2016,CLE,109,ORL,103,N/A
15/16,Sat Dec 5 2015,POR,109,MIN,103,N/A
15/16,Wed Dec 9 2015,HOU,109,WAS,103,N/A
14/15,Mon Dec 1 2014,SAS,109,PHI,103,N/A
13/14,Thu Mar 27 2014,LAC,109,DAL,103,N/A
17/18,Fri Jan 26 2018,LAL,108,CHI,103,N/A
17/18,Mon Mar 5 2018,POR,108,LAL,103,N/A
17/18,Wed Feb 14 2018,IND,108,BRK,103,N/A
17/18,Tue Mar 27 2018,POR,107,NOP,103,N/A
16/17,Fri Mar 17 2017,MIL,107,LAL,103,N/A
15/16,Fri Jan 29 2016,MIA,107,MIL,103,N/A
15/16,Sun Nov 29 2015,IND,107,LAL,103,N/A
14/15,Fri Apr 10 2015,IND,107,DET,103,N/A
13/14,Thu Feb 13 2014,OKC,107,LAL,103,N/A
13/14,Tue Feb 25 2014,CHI,107,ATL,103,N/A
17/18,Thu Mar 29 2018,IND,106,SAC,103,N/A
16/17,Sat Apr 8 2017,MIA,106,WAS,103,N/A
16/17,Thu Apr 6 2017,WAS,106,NYK,103,N/A
15/16,Mon Mar 7 2016,MEM,106,CLE,103,N/A
15/16,Mon Nov 30 2015,GSW,106,UTA,103,N/A
15/16,Thu Jan 14 2016,TOR,106,ORL,103,OT
14/15,Fri Jan 9 2015,ATL,106,DET,103,N/A
17/18,Sat Dec 30 2017,NYK,105,NOP,103,N/A
16/17,Fri Feb 3 2017,PHX,105,SAC,103,N/A
15/16,Mon Dec 14 2015,LAC,105,DET,103,OT
14/15,Fri Dec 12 2014,DET,105,PHX,103,N/A
14/15,Fri Dec 19 2014,WAS,105,MIA,103,N/A
14/15,Tue Dec 2 2014,POR,105,DEN,103,N/A
14/15,Wed Jan 21 2015,OKC,105,WAS,103,OT
12/13,Mon Mar 18 2013,MIA,105,BOS,103,N/A
17/18,Thu Oct 26 2017,LAC,104,POR,103,N/A
15/16,Fri Feb 5 2016,BOS,104,CLE,103,N/A
14/15,Fri Apr 10 2015,SAS,104,HOU,103,N/A
14/15,Fri Dec 19 2014,OKC,104,LAL,103,N/A
14/15,Mon Dec 29 2014,WAS,104,HOU,103,N/A
13/14,Mon Jan 27 2014,TOR,104,BRK,103,N/A
13/14,Wed Jan 8 2014,PHX,104,MIN,103,N/A
17/18,Sun Jan 7 2018,UTA,102,MIA,103,N/A
16/17,Fri Mar 10 2017,GSW,102,MIN,103,N/A
15/16,Wed Nov 11 2015,MIL,102,DEN,103,N/A
14/15,Fri Dec 5 2014,NYK,102,CHO,103,N/A
14/15,Tue Feb 3 2015,UTA,102,POR,103,N/A
13/14,Fri Feb 7 2014,OKC,102,ORL,103,N/A
13/14,Sat Nov 23 2013,SAC,102,LAC,103,N/A
12/13,Sat Dec 15 2012,CLE,102,NYK,103,N/A
15/16,Sat Dec 5 2015,ORL,101,LAC,103,N/A
15/16,Thu Jan 14 2016,DET,101,MEM,103,N/A
17/18,Wed Dec 13 2017,UTA,100,CHI,103,N/A
16/17,Fri Dec 16 2016,DAL,100,UTA,103,N/A
16/17,Sat Dec 3 2016,LAL,100,MEM,103,N/A
15/16,Mon Jan 4 2016,IND,100,MIA,103,OT
14/15,Tue Apr 7 2015,GSW,100,NOP,103,N/A
13/14,Sat Dec 28 2013,CLE,100,BOS,103,N/A
13/14,Sat Mar 29 2014,SAC,100,DAL,103,N/A
12/13,Sat Dec 29 2012,CLE,100,BRK,103,N/A
17/18,Sun Nov 5 2017,OKC,99,POR,103,N/A
17/18,Thu Mar 29 2018,OKC,99,SAS,103,N/A
16/17,Wed Mar 1 2017,CLE,99,BOS,103,N/A
15/16,Tue Dec 22 2015,DAL,99,TOR,103,N/A
15/16,Wed Nov 25 2015,CLE,99,TOR,103,N/A
14/15,Fri Feb 6 2015,CLE,99,IND,103,N/A
13/14,Fri Dec 13 2013,BRK,99,DET,103,N/A
13/14,Wed Nov 27 2013,GSW,99,DAL,103,N/A
12/13,Wed Apr 17 2013,DET,99,BRK,103,N/A
17/18,Sun Mar 4 2018,CHO,98,TOR,103,N/A
17/18,Tue Dec 12 2017,WAS,98,BRK,103,N/A
15/16,Sat Feb 6 2016,BRK,98,PHI,103,N/A
15/16,Sun Mar 6 2016,PHI,98,MIA,103,N/A
15/16,Tue Mar 15 2016,BOS,98,IND,103,N/A
15/16,Wed Mar 2 2016,OKC,98,LAC,103,N/A
14/15,Sat Feb 28 2015,TOR,98,NYK,103,N/A
14/15,Sun Feb 22 2015,PHI,98,ORL,103,N/A
14/15,Sun Mar 8 2015,BOS,98,ORL,103,N/A
13/14,Fri Mar 7 2014,POR,98,DAL,103,N/A
17/18,Fri Feb 2 2018,MIA,97,PHI,103,N/A
17/18,Sat Mar 17 2018,SAC,97,UTA,103,N/A
15/16,Wed Nov 18 2015,SAC,97,ATL,103,N/A
14/15,Fri Feb 6 2015,LAL,97,ORL,103,OT
14/15,Mon Feb 9 2015,BRK,97,MIL,103,N/A
14/15,Thu Dec 18 2014,NYK,97,CHI,103,N/A
13/14,Sat Jan 11 2014,CHA,97,CHI,103,N/A
12/13,Fri Jan 11 2013,POR,97,GSW,103,N/A
12/13,Tue Dec 25 2012,OKC,97,MIA,103,N/A
12/13,Tue Jan 1 2013,SAC,97,DET,103,N/A
14/15,Sat Jan 24 2015,WAS,96,POR,103,N/A
14/15,Sat Nov 8 2014,NYK,96,ATL,103,N/A
13/14,Sun Nov 3 2013,PHX,96,OKC,103,N/A
12/13,Sun Dec 16 2012,HOU,96,TOR,103,N/A
12/13,Tue Dec 18 2012,NOH,96,GSW,103,N/A
16/17,Wed Dec 7 2016,MIA,95,ATL,103,N/A
16/17,Wed Jan 11 2017,MEM,95,OKC,103,N/A
16/17,Wed Jan 25 2017,NYK,95,DAL,103,N/A
15/16,Sat Jan 16 2016,NYK,95,MEM,103,N/A
13/14,Mon Mar 31 2014,PHI,95,ATL,103,N/A
12/13,Fri Jan 11 2013,UTA,95,ATL,103,N/A
12/13,Fri Nov 23 2012,MIN,95,POR,103,N/A
17/18,Mon Oct 23 2017,CHO,94,MIL,103,N/A
17/18,Tue Nov 21 2017,CHI,94,LAL,103,N/A
17/18,Wed Oct 25 2017,MEM,94,DAL,103,N/A
16/17,Fri Oct 28 2016,IND,94,BRK,103,N/A
15/16,Thu Jan 7 2016,UTA,94,HOU,103,N/A
15/16,Wed Jan 13 2016,IND,94,BOS,103,N/A
14/15,Fri Jan 30 2015,MIN,94,PHI,103,N/A
14/15,Fri Mar 6 2015,TOR,94,CHO,103,N/A
14/15,Fri Oct 31 2014,POR,94,SAC,103,N/A
14/15,Mon Jan 26 2015,ORL,94,MEM,103,N/A
14/15,Thu Dec 11 2014,CLE,94,OKC,103,N/A
13/14,Sun Mar 23 2014,ORL,94,LAL,103,N/A
13/14,Wed Mar 5 2014,MEM,94,BRK,103,N/A
12/13,Fri Mar 29 2013,HOU,94,MEM,103,N/A
12/13,Mon Nov 5 2012,UTA,94,MEM,103,N/A
17/18,Tue Oct 24 2017,NOP,93,POR,103,N/A
17/18,Wed Mar 28 2018,DAL,93,LAL,103,N/A
16/17,Tue Jan 24 2017,UTA,93,DEN,103,N/A
16/17,Wed Nov 16 2016,CLE,93,IND,103,N/A
15/16,Fri Apr 8 2016,MEM,93,DAL,103,N/A
15/16,Mon Dec 28 2015,MIL,93,DAL,103,N/A
15/16,Thu Jan 28 2016,NYK,93,TOR,103,N/A
14/15,Fri Jan 23 2015,OKC,93,ATL,103,N/A
14/15,Fri Mar 6 2015,DET,93,HOU,103,N/A
13/14,Fri Nov 22 2013,UTA,93,DAL,103,N/A
13/14,Sun Nov 3 2013,WAS,93,MIA,103,N/A
17/18,Thu Mar 29 2018,WAS,92,DET,103,N/A
17/18,Thu Mar 29 2018,CHI,92,MIA,103,N/A
15/16,Sat Mar 12 2016,NOP,92,MIL,103,N/A
14/15,Sat Jan 10 2015,ORL,92,POR,103,N/A
12/13,Sat Dec 1 2012,IND,92,GSW,103,N/A
12/13,Tue Dec 18 2012,MIN,92,MIA,103,N/A
12/13,Wed Feb 27 2013,TOR,92,CLE,103,N/A
12/13,Wed Feb 6 2013,MEM,92,ATL,103,N/A
17/18,Wed Oct 18 2017,NOP,91,MEM,103,N/A
16/17,Fri Dec 23 2016,CHI,91,CHO,103,N/A
15/16,Fri Jan 1 2016,ORL,91,WAS,103,N/A
15/16,Tue Dec 1 2015,LAL,91,PHI,103,N/A
14/15,Wed Apr 8 2015,SAC,91,UTA,103,N/A
14/15,Wed Oct 29 2014,PHI,91,IND,103,N/A
12/13,Fri Jan 11 2013,HOU,91,BOS,103,N/A
12/13,Wed Dec 19 2012,CLE,91,BOS,103,N/A
16/17,Thu Dec 15 2016,NYK,90,GSW,103,N/A
15/16,Fri Jan 29 2016,MIN,90,UTA,103,N/A
15/16,Tue Apr 5 2016,PHX,90,ATL,103,N/A
15/16,Wed Dec 16 2015,MIL,90,LAC,103,N/A
13/14,Wed Mar 12 2014,POR,90,SAS,103,N/A
12/13,Mon Mar 11 2013,DET,90,UTA,103,N/A
12/13,Sun Nov 11 2012,SAC,90,LAL,103,N/A
17/18,Fri Jan 5 2018,PHX,89,SAS,103,N/A
17/18,Sat Oct 28 2017,HOU,89,MEM,103,N/A
15/16,Sat Jan 9 2016,BRK,89,DET,103,N/A
15/16,Thu Feb 18 2016,UTA,89,WAS,103,N/A
14/15,Sun Mar 29 2015,MEM,89,SAS,103,N/A
13/14,Thu Feb 6 2014,SAS,89,BRK,103,N/A
13/14,Tue Mar 18 2014,ORL,89,GSW,103,N/A
12/13,Fri Mar 22 2013,DET,89,MIA,103,N/A
15/16,Fri Feb 26 2016,CHI,88,ATL,103,N/A
14/15,Thu Nov 20 2014,CHI,88,SAC,103,N/A
13/14,Sun Jan 26 2014,POR,88,GSW,103,N/A
12/13,Sat Dec 15 2012,BOS,88,SAS,103,N/A
12/13,Sun Jan 20 2013,BOS,88,DET,103,N/A
12/13,Wed Mar 27 2013,PHX,88,UTA,103,N/A
15/16,Fri Nov 27 2015,DET,87,OKC,103,N/A
14/15,Sun Dec 7 2014,MIA,87,MEM,103,N/A
13/14,Tue Jan 28 2014,ORL,87,DET,103,N/A
12/13,Fri Jan 25 2013,GSW,87,CHI,103,N/A
16/17,Sat Nov 5 2016,DEN,86,DET,103,N/A
16/17,Tue Dec 13 2016,MEM,86,CLE,103,N/A
14/15,Wed Mar 18 2015,IND,86,CHI,103,N/A
13/14,Fri Nov 29 2013,CLE,86,BOS,103,N/A
15/16,Wed Dec 23 2015,UTA,85,GSW,103,N/A
14/15,Fri Nov 7 2014,WAS,84,TOR,103,N/A
14/15,Sun Jan 11 2015,CLE,84,SAC,103,N/A
15/16,Thu Jan 28 2016,MIL,83,MEM,103,N/A
13/14,Fri Jan 10 2014,ORL,83,SAC,103,N/A
13/14,Wed Feb 26 2014,GSW,83,CHI,103,N/A
12/13,Fri Nov 16 2012,DAL,83,IND,103,N/A
12/13,Sun Mar 24 2013,POR,83,OKC,103,N/A
12/13,Sun Nov 18 2012,BOS,83,DET,103,N/A
14/15,Thu Jan 29 2015,NYK,82,IND,103,N/A
12/13,Wed Jan 16 2013,MEM,82,SAS,103,N/A
12/13,Wed Nov 28 2012,TOR,82,MEM,103,N/A
15/16,Tue Apr 5 2016,LAL,81,LAC,103,N/A
13/14,Fri Feb 7 2014,UTA,81,DAL,103,N/A
12/13,Wed Mar 27 2013,WAS,80,OKC,103,N/A
13/14,Sat Jan 18 2014,PHI,78,CHI,103,N/A
16/17,Tue Apr 11 2017,CHO,76,ATL,103,N/A
16/17,Mon Mar 27 2017,CLE,74,SAS,103,N/A
17/18,Wed Jan 31 2018,NYK,73,BOS,103,N/A
12/13,Wed Nov 7 2012,BRK,73,MIA,103,N/A
15/16,Thu Mar 17 2016,PHX,69,UTA,103,N/A
17/18,Wed Mar 21 2018,DEN,135,CHI,102,N/A
13/14,Fri Mar 28 2014,SAS,133,DEN,102,N/A
12/13,Sat Dec 8 2012,SAS,132,CHA,102,N/A
15/16,Tue Apr 5 2016,OKC,124,DEN,102,N/A
16/17,Thu Mar 16 2017,OKC,123,TOR,102,N/A
17/18,Wed Nov 29 2017,MIN,120,NOP,102,N/A
17/18,Sun Apr 1 2018,PHI,119,CHO,102,N/A
13/14,Wed Apr 16 2014,WAS,118,BOS,102,N/A
15/16,Mon Mar 21 2016,WAS,117,ATL,102,N/A
14/15,Sat Mar 21 2015,PHX,117,HOU,102,N/A
17/18,Tue Mar 13 2018,TOR,116,BRK,102,N/A
15/16,Mon Feb 8 2016,NOP,116,MIN,102,N/A
14/15,Sun Dec 28 2014,TOR,116,DEN,102,N/A
13/14,Wed Mar 5 2014,SAC,116,MIL,102,N/A
13/14,Wed Nov 6 2013,WAS,116,PHI,102,N/A
17/18,Sat Apr 7 2018,MIL,115,NYK,102,N/A
16/17,Wed Nov 23 2016,TOR,115,HOU,102,N/A
15/16,Sat Apr 2 2016,IND,115,PHI,102,N/A
17/18,Sat Dec 2 2017,ATL,114,BRK,102,N/A
13/14,Wed Jan 1 2014,PHI,114,DEN,102,N/A
12/13,Mon Jan 28 2013,GSW,114,TOR,102,N/A
17/18,Wed Jan 24 2018,BOS,113,LAC,102,N/A
13/14,Fri Jan 10 2014,CLE,113,UTA,102,N/A
13/14,Sat Feb 22 2014,DAL,113,DET,102,N/A
12/13,Fri Dec 14 2012,MIN,113,NOH,102,N/A
16/17,Sat Mar 4 2017,CHO,112,DEN,102,N/A
16/17,Wed Nov 9 2016,TOR,112,OKC,102,N/A
15/16,Fri Mar 4 2016,MIA,112,PHI,102,N/A
14/15,Sat Dec 6 2014,GSW,112,CHI,102,N/A
14/15,Wed Dec 3 2014,ATL,112,MIA,102,N/A
13/14,Sat Dec 7 2013,SAC,112,UTA,102,OT
12/13,Wed Apr 3 2013,HOU,112,SAC,102,N/A
12/13,Wed Jan 9 2013,UTA,112,CHA,102,N/A
17/18,Mon Feb 5 2018,WAS,111,IND,102,N/A
16/17,Sun Dec 4 2016,IND,111,LAC,102,N/A
15/16,Sun Feb 28 2016,POR,111,IND,102,N/A
13/14,Fri Apr 4 2014,PHI,111,BOS,102,N/A
17/18,Mon Nov 20 2017,BOS,110,DAL,102,OT
17/18,Wed Feb 28 2018,PHX,110,MEM,102,N/A
17/18,Tue Nov 14 2017,BOS,109,BRK,102,N/A
16/17,Thu Dec 22 2016,BOS,109,IND,102,N/A
16/17,Wed Mar 22 2017,CHO,109,ORL,102,N/A
15/16,Fri Apr 8 2016,NYK,109,PHI,102,N/A
14/15,Fri Nov 28 2014,CHI,109,BOS,102,N/A
14/15,Thu Jan 15 2015,CLE,109,LAL,102,N/A
14/15,Tue Jan 27 2015,MIL,109,MIA,102,N/A
13/14,Fri Nov 1 2013,PHI,109,WAS,102,N/A
12/13,Fri Dec 7 2012,GSW,109,BRK,102,N/A
12/13,Fri Nov 2 2012,HOU,109,ATL,102,N/A
17/18,Fri Mar 2 2018,DEN,108,MEM,102,N/A
17/18,Sat Apr 7 2018,OKC,108,HOU,102,N/A
15/16,Wed Feb 3 2016,MIN,108,LAC,102,N/A
13/14,Sun Feb 23 2014,BRK,108,LAL,102,N/A
12/13,Tue Feb 19 2013,SAS,108,SAC,102,N/A
12/13,Wed Mar 6 2013,LAL,108,NOH,102,N/A
17/18,Sat Dec 30 2017,PHI,107,DEN,102,N/A
16/17,Sat Feb 11 2017,LAC,107,CHO,102,N/A
16/17,Wed Jan 4 2017,MIA,107,SAC,102,N/A
16/17,Wed Oct 26 2016,DEN,107,NOP,102,N/A
15/16,Sat Nov 21 2015,NYK,107,HOU,102,N/A
15/16,Sun Nov 29 2015,PHX,107,TOR,102,N/A
15/16,Wed Feb 3 2016,CHI,107,SAC,102,N/A
13/14,Sun Mar 30 2014,CHI,107,BOS,102,N/A
16/17,Mon Dec 26 2016,DEN,106,LAC,102,N/A
15/16,Wed Nov 18 2015,DAL,106,BOS,102,N/A
14/15,Fri Nov 28 2014,DAL,106,TOR,102,N/A
14/15,Tue Nov 25 2014,ATL,106,WAS,102,N/A
13/14,Fri Nov 29 2013,LAL,106,DET,102,N/A
13/14,Mon Nov 18 2013,MEM,106,LAC,102,N/A
16/17,Wed Apr 5 2017,TOR,105,DET,102,N/A
15/16,Mon Dec 21 2015,BRK,105,CHI,102,N/A
15/16,Sun Feb 21 2016,IND,105,ORL,102,N/A
14/15,Mon Dec 22 2014,ATL,105,DAL,102,N/A
14/15,Wed Nov 19 2014,DAL,105,WAS,102,N/A
12/13,Mon Mar 4 2013,ORL,105,NOH,102,N/A
17/18,Wed Feb 14 2018,CHO,104,ORL,102,N/A
13/14,Thu Dec 19 2013,SAS,104,GSW,102,N/A
13/14,Wed Apr 9 2014,IND,104,MIL,102,N/A
13/14,Wed Dec 18 2013,CHA,104,TOR,102,OT
12/13,Sun Jan 27 2013,DET,104,ORL,102,N/A
14/15,Sun Feb 8 2015,IND,103,CHO,102,N/A
12/13,Sat Feb 23 2013,ATL,103,MIL,102,N/A
17/18,Tue Feb 27 2018,PHI,101,MIA,102,N/A
14/15,Fri Dec 5 2014,IND,101,SAC,102,OT
14/15,Wed Feb 4 2015,MIA,101,MIN,102,N/A
12/13,Mon Jan 28 2013,IND,101,DEN,102,N/A
12/13,Sat Jan 26 2013,MIN,101,CHA,102,N/A
16/17,Mon Dec 26 2016,PHI,100,SAC,102,N/A
15/16,Wed Dec 30 2015,IND,100,CHI,102,OT
15/16,Wed Mar 30 2016,MIA,100,LAL,102,OT
14/15,Mon Feb 2 2015,LAC,100,BRK,102,N/A
14/15,Tue Nov 11 2014,CHO,100,POR,102,N/A
14/15,Wed Dec 17 2014,IND,100,LAC,102,N/A
14/15,Wed Nov 5 2014,CLE,100,UTA,102,N/A
13/14,Fri Jan 3 2014,NYK,100,HOU,102,N/A
13/14,Mon Dec 2 2013,ATL,100,SAS,102,N/A
13/14,Mon Jan 20 2014,LAL,100,CHI,102,OT
13/14,Sat Nov 23 2013,DAL,100,DEN,102,N/A
13/14,Tue Mar 25 2014,TOR,100,CLE,102,N/A
17/18,Mon Jan 15 2018,SAS,99,ATL,102,N/A
17/18,Sun Mar 4 2018,NYK,99,SAC,102,N/A
17/18,Tue Oct 17 2017,BOS,99,CLE,102,N/A
17/18,Wed Oct 25 2017,WAS,99,LAL,102,OT
16/17,Sat Jan 21 2017,SAC,99,CHI,102,N/A
16/17,Sun Nov 20 2016,TOR,99,SAC,102,N/A
15/16,Wed Nov 4 2015,SAS,99,WAS,102,N/A
13/14,Thu Feb 20 2014,HOU,99,GSW,102,OT
16/17,Sun Mar 12 2017,MIA,98,IND,102,N/A
16/17,Wed Dec 28 2016,NYK,98,ATL,102,OT
16/17,Wed Dec 28 2016,LAC,98,NOP,102,N/A
16/17,Wed Oct 26 2016,MIN,98,MEM,102,N/A
15/16,Fri Apr 8 2016,SAS,98,DEN,102,N/A
15/16,Fri Jan 22 2016,MIL,98,HOU,102,N/A
15/16,Tue Apr 12 2016,OKC,98,SAS,102,OT
14/15,Fri Dec 26 2014,LAL,98,DAL,102,N/A
14/15,Fri Feb 27 2015,BRK,98,HOU,102,N/A
14/15,Mon Jan 26 2015,DEN,98,LAC,102,N/A
14/15,Sat Jan 17 2015,POR,98,MEM,102,N/A
13/14,Wed Jan 8 2014,GSW,98,BRK,102,N/A
12/13,Mon Nov 19 2012,MIL,98,CHA,102,N/A
15/16,Fri Nov 13 2015,CHO,97,CHI,102,N/A
14/15,Tue Dec 30 2014,TOR,97,POR,102,OT
13/14,Sun Apr 13 2014,OKC,97,IND,102,N/A
13/14,Sun Jan 5 2014,TOR,97,MIA,102,N/A
13/14,Thu Mar 13 2014,MIL,97,ATL,102,N/A
13/14,Thu Nov 7 2013,LAC,97,MIA,102,N/A
12/13,Thu Nov 15 2012,BOS,97,BRK,102,N/A
17/18,Thu Dec 28 2017,MIN,96,MIL,102,N/A
17/18,Tue Jan 30 2018,OKC,96,WAS,102,N/A
15/16,Fri Feb 5 2016,IND,96,ATL,102,N/A
15/16,Mon Nov 2 2015,PHX,96,LAC,102,N/A
14/15,Tue Dec 23 2014,DEN,96,BRK,102,N/A
14/15,Wed Feb 25 2015,BRK,96,NOP,102,N/A
13/14,Fri Feb 21 2014,LAC,96,MEM,102,N/A
13/14,Mon Feb 3 2014,DET,96,MIA,102,N/A
13/14,Sat Mar 1 2014,DEN,96,POR,102,N/A
16/17,Mon Feb 27 2017,MIL,95,CLE,102,N/A
16/17,Sat Mar 11 2017,MIN,95,MIL,102,N/A
16/17,Sat Nov 19 2016,CHI,95,LAC,102,N/A
16/17,Thu Dec 15 2016,IND,95,NOP,102,N/A
