game_date,season,Visitor/Neutral,Home/Neutral,point_spread_visitor,point_spread_home,spread_odds_visitor,spread_odds_home,ml_odds_visitor,ml_odds_home,total,total_odds_visitor,total_odds_home
1/23/2016,15/16,IND,SAC,3.5,-3.5,-115,-105,140,-160,215,-110,-110
1/13/2016,15/16,IND,BOS,3,-3,-105,-115,135,-155,204,-115,-105
11/18/2015,15/16,IND,PHI,-6,6,-110,-110,-250,210,191,-110,-110
2/1/2016,15/16,DET,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/30/2016,15/16,BKN,NOP,9,-9,-110,-110,350,-500,205,-110,-110
12/19/2015,15/16,CHI,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/11/2015,15/16,NYK,CHA,6,-6,-105,-115,215,-255,201,-110,-110
11/10/2015,15/16,NYK,TOR,8,-8,-110,-110,280,-360,197,-110,-110
,15/16,NYK,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/18/2015,15/16,POR,ORL,4.5,-4.5,-110,-110,160,-180,202,-105,-115
12/6/2015,15/16,SAC,OKC,11.5,-11.5,-110,-110,#N/A,#N/A,222,-110,-110
11/18/2015,15/16,SAC,ATL,2.5,-2.5,-110,-110,#N/A,#N/A,209,-110,-110
11/18/2015,15/16,IND,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/14/2015,15/16,PHI,SAS,16,-16,-110,-110,#N/A,#N/A,194,-105,-115
11/13/2015,15/16,PHI,OKC,13.5,-13.5,-115,-105,#N/A,#N/A,207,-110,-110
,15/16,PHI,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2016,15/16,PHX,NOP,-3.5,3.5,-110,-110,-150,130,209,-110,-110
4/7/2016,15/16,PHX,HOU,12.5,-12.5,-115,-105,#N/A,#N/A,213,-110,-110
11/29/2015,15/16,PHX,TOR,3.5,-3.5,-110,-110,140,-160,203,-110,-110
3/21/2016,15/16,SAS,CHA,-6.5,6.5,-110,-110,-260,220,195,-115,-105
3/10/2016,15/16,CHI,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/3/2016,15/16,DAL,MIN,-3,3,-115,-105,-150,130,205,-115,-105
4/1/2016,15/16,DAL,DET,6,-6,-110,-110,190,-230,205,-110,-110
1/2/2016,15/16,NOP,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/2015,15/16,CHI,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/22/2015,15/16,DAL,TOR,5,-5,-110,-110,165,-190,197,-105,-115
12/16/2015,15/16,DAL,IND,4.5,-4.5,-105,-115,160,-180,208,-105,-115
12/14/2015,15/16,PHX,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/10/2016,15/16,DEN,DET,4,-4,-105,-115,165,-190,#N/A,#N/A,#N/A
,15/16,MIN,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/9/2016,15/16,NOP,CHA,8.5,-8.5,-115,-105,310,-420,209,-115,-105
3/5/2016,15/16,UTA,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/2/2016,15/16,NOP,HOU,6,-6,-110,-110,200,-240,222,-115,-105
3/29/2016,15/16,CHI,IND,6,-6,-110,-110,195,-235,204,-115,-105
3/28/2016,15/16,ATL,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/31/2016,15/16,CHI,LAC,4,-4,-105,-115,155,-175,204,-105,-115
1/14/2016,15/16,CHI,PHI,-9,9,-105,-115,-450,325,204,-115,-105
1/12/2016,15/16,CHI,MIL,-4,4,-110,-110,-160,140,203,-115,-105
1/7/2016,15/16,BOS,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/2016,15/16,PHX,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/18/2016,15/16,SAS,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/8/2016,15/16,LAC,PHI,-9.5,9.5,-115,-105,-550,375,#N/A,#N/A,#N/A
1/13/2016,15/16,MIA,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/6/2016,15/16,LAC,POR,-4,4,-115,-105,-165,145,206,-110,-110
12/31/2015,15/16,LAC,NOP,2,-2,-115,-105,130,-150,208,-115,-105
12/16/2015,15/16,MIL,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/9/2015,15/16,LAC,MIL,-5.5,5.5,-105,-115,-210,175,200,-110,-110
2/4/2016,15/16,LAL,NOP,10,-10,-110,-110,#N/A,#N/A,#N/A,#N/A,#N/A
2/2/2016,15/16,MIN,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/31/2016,15/16,CHA,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/23/2016,15/16,LAL,POR,12,-12,-110,-110,#N/A,#N/A,210,-110,-110
1/5/2016,15/16,GSW,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/2016,15/16,PHX,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/24/2015,15/16,LAL,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/17/2015,15/16,HOU,LAL,-7,7,-115,-105,-265,225,215,-115,-105
12/20/2015,15/16,MIL,PHX,7.5,-7.5,-110,-110,265,-330,203,-115,-105
4/4/2017,16/17,ORL,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/9/2016,16/17,MIA,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/5/2016,16/17,CLE,TOR,0,0,-110,-110,-110,-110,215,-110,-110
11/29/2016,16/17,CLE,MIL,-8,8,-110,-110,-340,270,214,-110,-110
11/25/2016,16/17,DAL,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/28/2016,16/17,NYK,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/10/2017,16/17,BKN,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/27/2016,16/17,MEM,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/20/2016,16/17,BOS,MEM,-2,2,-115,-105,-130,110,194,-110,-110
11/25/2016,16/17,SAS,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/2016,16/17,BOS,BKN,-7.5,7.5,-110,-110,-330,265,216,-105,-115
11/21/2016,16/17,BOS,MIN,-2,2,-115,-105,-135,115,208,-110,-110
11/14/2016,16/17,BOS,NOP,-4,4,-105,-115,-170,150,212,-110,-110
1/10/2017,16/17,CHI,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/9/2016,16/17,BOS,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/5/2016,16/17,WAS,ORL,6.5,-6.5,-110,-110,230,-270,202,-110,-110
11/4/2016,16/17,ATL,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,WAS,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/28/2017,16/17,DET,MIA,-3,3,-115,-105,-145,125,202,-110,-110
11/5/2016,16/17,DEN,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,DET,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/16/2016,16/17,DAL,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/10/2016,16/17,SAC,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2016,16/17,GSW,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/3/2016,16/17,DEN,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/1/2016,16/17,MIA,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/2016,16/17,HOU,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/28/2016,16/17,UTA,MIN,-3.5,3.5,-105,-115,-150,130,193,-115,-105
3/9/2017,16/17,LAC,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/28/2017,16/17,PHX,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/2016,16/17,MEM,CLE,14,-14,-105,-115,750,-1400,202,-110,-110
12/6/2016,16/17,PHI,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/1/2016,16/17,ORL,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/25/2016,16/17,MIA,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/21/2016,16/17,MEM,CHA,5,-5,-110,-110,175,-210,198,-105,-115
11/16/2016,16/17,MEM,LAC,13,-13,-105,-115,650,-1100,201,-115,-105
2/28/2017,16/17,CHA,LAL,-5.5,5.5,-105,-115,-200,170,216,-105,-115
12/27/2016,16/17,OKC,MIA,-5,5,-105,-115,-190,165,203,-110,-110
12/25/2016,16/17,MIN,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/21/2016,16/17,OKC,NOP,-2.5,2.5,-110,-110,-140,120,209,-115,-105
12/9/2016,16/17,HOU,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/18/2016,16/17,TOR,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/3/2017,16/17,IND,BKN,-7,7,-110,-110,-290,245,218,-110,-110
2/1/2017,16/17,IND,ORL,-3,3,-105,-115,-150,130,213,-110,-110
1/29/2017,16/17,HOU,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/26/2017,16/17,IND,MIN,3.5,-3.5,-115,-105,130,-150,213,-115,-105
1/21/2017,16/17,IND,UTA,7,-7,-105,-115,255,-310,200,-110,-110
1/18/2017,16/17,IND,SAC,3,-3,-115,-105,110,-130,214,-105,-115
1/16/2017,16/17,NOP,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,BKN,CHI,15,-15,-110,-110,900,-1900,213,-105,-115
4/10/2017,16/17,BKN,BOS,11,-11,-110,-110,550,-900,222,-110,-110
4/8/2017,16/17,CHI,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/2017,16/17,BKN,ORL,1,-1,-115,-105,-110,-110,222,-110,-110
4/4/2017,16/17,BKN,PHI,-2,2,-115,-105,-130,110,222,-105,-115
1/5/2017,16/17,BKN,IND,11,-11,-110,-110,425,-650,219,-110,-110
1/2/2017,16/17,UTA,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/14/2017,16/17,IND,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/1/2017,16/17,NYK,ORL,2,-2,-110,-110,110,-130,216,-115,-105
1/19/2017,16/17,WAS,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/18/2017,16/17,NYK,BOS,9,-9,-110,-110,375,-550,219,-110,-110
11/22/2016,16/17,POR,NYK,2,-2,-115,-105,-105,-115,218,-105,-115
11/20/2016,16/17,POR,BKN,-4.5,4.5,-110,-110,-190,165,219,-115,-105
,16/17,POR,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/11/2017,16/17,PHX,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/7/2017,16/17,SAC,LAL,2.5,-2.5,-110,-110,120,-140,217,-105,-115
4/1/2017,16/17,SAC,MIN,12.5,-12.5,-110,-110,600,-1000,207,-115,-105
2/15/2017,16/17,SAC,GSW,18,-18,-105,-115,#N/A,#N/A,227,-105,-115
1/31/2017,16/17,SAC,HOU,12.5,-12.5,-115,-105,550,-900,226,-110,-110
12/26/2016,16/17,PHI,SAC,8.5,-8.5,-110,-110,300,-400,206,-105,-115
12/18/2016,16/17,BKN,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/6/2016,16/17,PHI,MEM,7.5,-7.5,-110,-110,255,-310,194,-115,-105
12/5/2016,16/17,DEN,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2017,16/17,ORL,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/2017,16/17,SAC,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/12/2017,16/17,DAL,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/2017,16/17,SAC,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/4/2017,16/17,MIN,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/12/2016,16/17,SAS,HOU,-2,2,-110,-110,-130,110,209,-105,-115
11/5/2016,16/17,LAC,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/2016,16/17,UTA,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,NOP,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/30/2016,16/17,MIL,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/25/2016,16/17,MIN,OKC,5,-5,-105,-115,170,-200,213,-110,-110
12/23/2016,16/17,SAC,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/21/2016,16/17,MIN,ATL,4,-4,-105,-115,155,-175,216,-110,-110
12/19/2016,16/17,PHX,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/2016,16/17,MIN,CHI,6,-6,-110,-110,210,-250,207,-115,-105
,16/17,MIN,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/26/2017,16/17,DAL,OKC,9.5,-9.5,-105,-115,375,-550,198,-105,-115
1/20/2017,16/17,UTA,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/19/2017,16/17,DAL,MIA,2.5,-2.5,-115,-105,105,-125,200,-110,-110
1/17/2017,16/17,DAL,CHI,5,-5,-110,-110,170,-200,197,-115,-105
1/12/2017,16/17,DAL,PHX,-2,2,-105,-115,-125,105,208,-110,-110
12/30/2016,16/17,DAL,GSW,18,-18,-105,-115,#N/A,#N/A,215,-110,-110
1/7/2017,16/17,DEN,OKC,8.5,-8.5,-115,-105,300,-400,222,-105,-115
3/5/2017,16/17,NOP,LAL,-7,7,-105,-115,-260,220,218,-105,-115
11/7/2016,16/17,NOP,GSW,17,-17,-110,-110,1300,-4300,221,-115,-105
11/1/2016,16/17,MIL,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,NOP,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,GSW,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,DEN,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/1/2017,16/17,ATL,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/26/2017,16/17,CHI,MIL,6.5,-6.5,-105,-115,230,-270,201,-115,-105
3/24/2017,16/17,PHI,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/13/2017,16/17,CHI,CHA,7,-7,-105,-115,260,-320,200,-105,-115
3/29/2017,16/17,WAS,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2013,12/13,OKC,POR,-10,10,-110,-110,-600,400,207,-110,-110
4/11/2013,12/13,OKC,GSW,-5,5,-105,-115,-190,165,205,-115,-105
3/15/2013,12/13,CLE,DAL,9,-9,-115,-105,310,-420,203,-115,-105
3/8/2013,12/13,MEM,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/26/2013,12/13,CLE,CHI,9,-9,-115,-105,325,-450,186,-105,-115
2/24/2013,12/13,CLE,MIA,12.5,-12.5,-110,-110,#N/A,#N/A,206,-110,-110
1/19/2013,12/13,CLE,UTA,9,-9,-110,-110,350,-500,199,-105,-115
1/16/2013,12/13,CLE,POR,6.5,-6.5,-115,-105,220,-260,197,-115,-105
1/13/2013,12/13,CLE,LAL,9.5,-9.5,-110,-110,350,-500,210,-110,-110
1/9/2013,12/13,ATL,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/12/2012,12/13,CLE,IND,7.5,-7.5,-110,-110,#N/A,#N/A,189,-110,-110
12/8/2012,12/13,DET,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/5/2012,12/13,CHI,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/30/2012,12/13,CLE,ATL,8.5,-8.5,-110,-110,330,-460,189,-115,-105
11/11/2012,12/13,CLE,OKC,10,-10,-110,-110,400,-600,203,-105,-115
11/5/2012,12/13,CLE,LAC,10.5,-10.5,-115,-105,#N/A,#N/A,199,-115,-105
4/5/2013,12/13,PHI,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/2/2013,12/13,CHI,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/30/2013,12/13,TOR,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/27/2013,12/13,ATL,NYK,5.5,-5.5,-110,-110,190,-230,194,-115,-105
1/25/2013,12/13,BOS,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/12/2013,12/13,ATL,WAS,-3,3,-110,-110,#N/A,#N/A,189,-110,-110
1/9/2013,12/13,ATL,CLE,-4.5,4.5,-110,-110,#N/A,#N/A,193,-115,-105
1/8/2013,12/13,ATL,MIN,0,0,-110,-110,#N/A,#N/A,188,-115,-105
12/10/2012,12/13,ATL,MIA,7,-7,-110,-110,#N/A,#N/A,198,-115,-105
11/30/2012,12/13,CLE,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/16/2012,12/13,ATL,SAC,-2,2,-115,-105,#N/A,#N/A,188,-115,-105
11/11/2012,12/13,ATL,LAC,6.5,-6.5,-110,-110,220,-260,195,-110,-110
4/1/2013,12/13,BOS,MIN,5,-5,-110,-110,175,-210,192,-115,-105
3/12/2013,12/13,BOS,CHA,-10,10,-110,-110,-600,400,187,-110,-110
3/8/2013,12/13,ATL,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/11/2013,12/13,BOS,CHA,-5,5,-105,-115,#N/A,#N/A,190,-115,-105
2/10/2013,12/13,DEN,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2013,12/13,ORL,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/25/2013,12/13,BOS,ATL,5,-5,-105,-115,185,-225,185,-105,-115
1/20/2013,12/13,BOS,DET,-2.5,2.5,-110,-110,#N/A,#N/A,184,-110,-110
1/14/2013,12/13,CHA,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/27/2012,12/13,BOS,LAC,8.5,-8.5,-110,-110,325,-450,190,-110,-110
12/7/2012,12/13,BOS,PHI,-2.5,2.5,-105,-115,#N/A,#N/A,189,-105,-115
11/30/2012,12/13,POR,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/25/2012,12/13,BOS,ORL,-5.5,5.5,-110,-110,#N/A,#N/A,190,-110,-110
11/21/2012,12/13,SAS,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/18/2012,12/13,BOS,DET,-4.5,4.5,-110,-110,#N/A,#N/A,189,-105,-115
4/15/2013,12/13,WAS,BKN,4.5,-4.5,-110,-110,160,-180,190,-110,-110
4/9/2013,12/13,WAS,NYK,9,-9,-115,-105,#N/A,#N/A,197,-115,-105
3/22/2013,12/13,WAS,LAL,9,-9,-105,-115,375,-550,199,-110,-110
3/16/2013,12/13,PHX,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/2013,12/13,NOP,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/3/2013,12/13,PHI,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/11/2013,12/13,WAS,MIL,4,-4,-110,-110,#N/A,#N/A,200,-110,-110
2/8/2013,12/13,BKN,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/6/2013,12/13,NYK,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2013,12/13,WAS,MEM,6.5,-6.5,-110,-110,230,-270,180,-115,-105
1/23/2013,12/13,WAS,UTA,7,-7,-110,-110,250,-300,195,-105,-115
1/12/2013,12/13,ATL,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/6/2013,12/13,WAS,MIA,14.5,-14.5,-115,-105,#N/A,#N/A,192,-110,-110
1/4/2013,12/13,BKN,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/29/2012,12/13,WAS,CHI,11,-11,-110,-110,#N/A,#N/A,181,-105,-115
12/22/2012,12/13,DET,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/19/2012,12/13,WAS,ORL,7.5,-7.5,-110,-110,275,-350,184,-110,-110
12/15/2012,12/13,WAS,MIA,15,-15,-105,-115,#N/A,#N/A,196,-110,-110
11/10/2012,12/13,WAS,IND,8,-8,-110,-110,290,-380,186,-110,-110
11/7/2012,12/13,WAS,BOS,10,-10,-115,-105,#N/A,#N/A,186,-110,-110
4/15/2013,12/13,PHI,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/7/2013,12/13,CHI,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/31/2013,12/13,DET,CHI,9,-9,-115,-105,#N/A,#N/A,186,-115,-105
3/10/2013,12/13,DET,LAC,13.5,-13.5,-110,-110,#N/A,#N/A,198,-115,-105
3/8/2013,12/13,DAL,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/2013,12/13,NYK,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/3/2013,12/13,DET,SAS,13,-13,-110,-110,#N/A,#N/A,200,-110,-110
2/8/2013,12/13,SAS,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/30/2013,12/13,DET,IND,8.5,-8.5,-110,-110,300,-400,181,-115,-105
1/27/2013,12/13,DET,ORL,2,-2,-105,-115,#N/A,#N/A,195,-115,-105
1/20/2013,12/13,BOS,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/2013,12/13,NYK,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/30/2012,12/13,MIL,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/22/2012,12/13,DET,WAS,-1.5,1.5,-105,-115,#N/A,#N/A,183,-110,-110
12/15/2012,12/13,IND,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2012,12/13,DET,CLE,-1.5,1.5,-105,-115,#N/A,#N/A,187,-110,-110
12/7/2012,12/13,CHI,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/18/2012,12/13,BOS,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/6/2012,12/13,DET,DEN,10.5,-10.5,-115,-105,#N/A,#N/A,199,-115,-105
4/5/2013,12/13,NOP,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/3/2013,12/13,DEN,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/27/2013,12/13,PHX,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2013,12/13,UTA,DAL,6,-6,-110,-110,215,-255,200,-110,-110
3/8/2013,12/13,UTA,CHI,4.5,-4.5,-115,-105,#N/A,#N/A,185,-110,-110
2/23/2013,12/13,UTA,LAC,10,-10,-115,-105,400,-600,199,-110,-110
2/12/2013,12/13,OKC,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/8/2013,12/13,CHI,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/23/2013,12/13,WAS,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/15/2012,12/13,MEM,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/26/2012,12/13,DEN,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/2012,12/13,SAC,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
